### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	3649046.0	0.655	0.599
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	3649046.0	5052701.0	0.6554	0.599
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:20538	462.9	165.7	2.091	-173.129	1
chrec2:2550120	314.7	63.8	2.911	-173.043	1
chrec2:1911949	294.0	50.6	3.149	-172.887	1
chrec2:1172011	344.0	81.9	2.681	-172.748	1
chrec2:1217071	350.3	86.8	2.623	-172.699	1
chrec2:3729969	360.3	92.4	2.573	-172.488	1
chrec2:1409724	306.6	58.1	3.009	-171.950	1
chrec2:4136404	349.8	86.8	2.621	-171.920	1
chrec2:3847829	340.5	79.8	2.702	-171.470	1
chrec2:1008081	355.0	91.5	2.565	-171.175	1
chrec2:1629135	277.9	44.2	3.263	-170.894	1
chrec2:1350856	327.1	72.7	2.779	-170.704	1
chrec2:4525087	364.7	96.5	2.527	-170.307	1
chrec2:2717869	428.8	143.9	2.185	-169.151	1
chrec2:3526793	299.3	57.9	2.979	-169.129	1
chrec2:3831345	440.9	154.0	2.127	-169.001	1
chrec2:391042	311.8	64.9	2.874	-168.556	1
chrec2:951649	353.4	92.9	2.537	-167.865	1
chrec2:2145344	364.5	101.7	2.450	-165.948	1
chrec2:2215572	329.3	79.2	2.666	-165.453	1
chrec2:4587949	340.6	87.0	2.579	-164.912	1
chrec2:3856194	483.8	191.5	1.947	-164.855	1
chrec2:2455174	331.7	79.6	2.668	-164.385	1
chrec2:1271945	549.2	246.8	1.764	-163.723	1
chrec2:2461461	252.4	33.7	3.516	-163.207	1
chrec2:833465	251.2	34.1	3.492	-162.334	1
chrec2:1504139	280.9	51.9	3.047	-162.008	1
chrec2:3311192	1016.3	693.0	1.162	-161.837	1
chrec2:2247150	283.7	52.1	3.055	-161.495	1
chrec2:1879365	292.2	59.2	2.912	-161.267	1
chrec2:2503819	314.2	72.3	2.730	-160.336	1
chrec2:2103820	770.8	451.9	1.380	-160.053	1
chrec2:3176710	337.1	87.0	2.563	-160.049	1
chrec2:3732277	575.3	273.2	1.684	-160.000	1
chrec2:3188414	348.3	95.0	2.485	-159.829	1
chrec2:947602	262.4	41.3	3.276	-159.606	1
chrec2:87996	278.1	51.4	3.045	-159.516	1
chrec2:3057127	377.7	117.4	2.295	-159.468	1
chrec2:3439821	314.8	74.4	2.691	-159.245	1
chrec2:860497	272.3	48.1	3.111	-158.914	1
chrec2:567148	291.1	60.1	2.886	-157.589	1
chrec2:1680071	259.3	41.6	3.249	-157.054	1
chrec2:1889794	318.8	79.3	2.617	-156.833	1
chrec2:2439426	523.5	234.1	1.771	-156.488	1
chrec2:2311988	308.7	73.1	2.688	-156.385	1
chrec2:711148	471.0	191.1	1.911	-156.264	1
chrec2:3287721	370.5	115.6	2.290	-155.905	1
chrec2:1834099	262.7	45.3	3.147	-155.846	1
chrec2:2749414	404.4	141.0	2.130	-154.389	1
chrec2:2455243	253.0	40.4	3.255	-154.291	1
chrec2:1811034	306.2	72.0	2.698	-154.018	1
chrec2:2412929	469.1	193.4	1.888	-153.720	1
chrec2:3987092	209.5	19.7	4.018	-153.490	1
chrec2:1217310	228.7	28.8	3.599	-153.466	1
chrec2:4434478	368.8	117.3	2.262	-152.914	1
chrec2:1683836	376.9	122.3	2.233	-152.654	1
chrec2:3840716	276.8	56.1	2.912	-152.332	1
chrec2:1852535	315.8	81.6	2.562	-150.921	1
chrec2:3940293	821.0	520.2	1.268	-150.865	1
chrec2:2641652	380.4	127.4	2.188	-150.371	1
chrec2:2824278	299.0	70.7	2.690	-150.370	1
chrec2:708641	213.4	21.6	3.912	-150.287	1
chrec2:1331007	324.2	87.3	2.502	-150.109	1
chrec2:3839867	291.6	65.7	2.761	-149.708	1
chrec2:179194	340.2	100.4	2.370	-149.615	1
chrec2:1823459	230.2	31.4	3.482	-149.133	1
chrec2:1239085	254.8	45.5	3.096	-149.130	1
chrec2:526479	252.1	43.0	3.161	-148.852	1
chrec2:4371648	356.8	111.8	2.283	-148.794	1
chrec2:3699653	335.4	96.6	2.406	-148.393	1
chrec2:1425426	213.5	24.3	3.742	-148.349	1
chrec2:1271410	493.4	219.9	1.776	-147.882	1
chrec2:4621785	255.5	46.9	3.054	-147.762	1
chrec2:460539	314.3	83.4	2.525	-147.646	1
chrec2:3318047	974.8	684.0	1.121	-147.075	1
chrec2:3128724	304.2	77.3	2.586	-146.984	1
chrec2:3676040	349.6	109.5	2.284	-146.779	1
chrec2:2992040	244.7	39.9	3.227	-146.662	1
chrec2:2929669	336.9	99.3	2.372	-146.656	1
chrec2:3189539	336.7	99.8	2.364	-146.657	1
chrec2:2595439	269.9	55.6	2.889	-146.639	1
chrec2:3533897	262.3	50.5	2.988	-146.302	1
chrec2:4227370	279.8	61.1	2.806	-145.939	1
chrec2:425986	455.4	191.6	1.858	-145.851	1
chrec2:3591567	281.2	63.3	2.762	-145.600	1
chrec2:3835663	217.0	26.5	3.645	-145.559	1
chrec2:1988922	411.3	158.4	1.986	-144.979	1
chrec2:4537060	228.5	32.4	3.429	-144.902	1
chrec2:4331601	225.1	31.5	3.449	-144.797	1
chrec2:2411322	321.0	90.1	2.443	-144.494	1
chrec2:2368998	272.5	58.5	2.829	-144.250	1
chrec2:2145149	399.3	148.2	2.040	-144.089	1
chrec2:3678802	258.8	51.2	2.946	-143.845	1
chrec2:850628	450.0	190.0	1.854	-143.826	1
chrec2:1850487	301.8	78.9	2.544	-143.684	1
chrec2:4596353	242.7	41.9	3.145	-143.556	1
chrec2:485216	599.3	323.4	1.500	-142.709	1
chrec2:49785	282.0	66.4	2.695	-142.600	1
chrec2:1716050	262.7	53.4	2.907	-142.179	1
chrec2:813820	241.1	41.4	3.150	-141.875	1
chrec2:3058363	323.6	96.0	2.363	-141.843	1
chrec2:1770648	327.8	98.4	2.346	-141.609	1
chrec2:418628	598.3	322.0	1.503	-141.588	1
chrec2:2107375	251.3	48.1	2.995	-141.481	1
chrec2:3013697	261.2	54.4	2.872	-141.372	1
chrec2:4192104	1052.5	780.5	1.041	-141.329	1
chrec2:4030507	456.8	199.0	1.808	-141.242	1
chrec2:3440365	510.3	245.3	1.667	-140.864	1
chrec2:2034490	855.4	575.7	1.181	-140.175	1
chrec2:4207794	392.9	149.3	2.006	-140.019	1
chrec2:2764131	251.3	49.5	2.954	-139.379	1
chrec2:2468460	184.6	14.2	4.307	-139.077	1
chrec2:455783	404.3	160.2	1.945	-139.010	1
chrec2:2241664	364.9	129.0	2.110	-138.415	1
chrec2:3181087	261.7	57.2	2.804	-138.192	1
chrec2:4556181	502.0	241.5	1.665	-138.149	1
chrec2:3176383	325.7	101.8	2.287	-137.016	1
chrec2:3512154	258.0	56.4	2.804	-136.947	1
chrec2:2822491	302.4	84.1	2.455	-136.854	1
chrec2:405495	260.2	57.0	2.801	-136.589	1
chrec2:2969895	320.4	98.8	2.307	-136.468	1
chrec2:611885	261.6	58.8	2.764	-136.247	1
chrec2:499313	252.6	52.0	2.888	-136.097	1
chrec2:1941958	289.2	76.9	2.520	-135.465	1
chrec2:3530937	276.8	69.9	2.596	-135.021	1
chrec2:955248	205.1	26.3	3.574	-135.020	1
chrec2:1804679	202.0	25.4	3.600	-135.005	1
chrec2:222790	274.0	67.8	2.624	-134.494	1
chrec2:3987207	250.1	52.4	2.864	-134.479	1
chrec2:3166413	244.2	50.2	2.892	-134.478	1
chrec2:825007	298.0	84.1	2.435	-133.852	1
chrec2:4034733	367.9	137.3	2.031	-133.648	1
chrec2:4375152	268.1	64.1	2.674	-133.459	1
chrec2:2281710	418.9	177.7	1.847	-133.407	1
chrec2:4629517	302.3	90.0	2.358	-132.700	1
chrec2:2173455	262.4	61.4	2.704	-132.451	1
chrec2:3364821	285.5	77.0	2.499	-132.420	1
chrec2:3968060	215.5	34.3	3.262	-132.209	1
chrec2:2946694	464.3	217.6	1.703	-132.160	1
chrec2:2370391	251.5	56.3	2.769	-132.141	1
chrec2:3710995	560.5	304.5	1.490	-131.999	1
chrec2:2354186	253.5	57.9	2.740	-131.804	1
chrec2:3991922	322.5	103.8	2.244	-131.096	1
chrec2:2445698	330.1	110.6	2.187	-130.913	1
chrec2:1505355	235.3	46.8	2.939	-130.441	1
chrec2:3898796	265.6	66.4	2.609	-130.081	1
chrec2:4359498	224.2	40.7	3.070	-129.886	1
chrec2:1825187	239.2	49.7	2.877	-129.601	1
chrec2:3340557	376.8	149.1	1.947	-129.280	1
chrec2:2717216	355.3	131.4	2.045	-128.792	1
chrec2:214219	338.5	119.6	2.111	-127.992	1
chrec2:437372	499.7	256.2	1.574	-127.792	1
chrec2:3847417	255.7	62.4	2.644	-127.737	1
chrec2:1914349	293.8	88.4	2.343	-127.640	1
chrec2:1634411	229.0	45.2	2.951	-127.607	1
chrec2:137028	238.6	51.2	2.829	-127.599	1
chrec2:4511704	295.8	89.7	2.331	-127.534	1
chrec2:3822728	220.5	40.6	3.051	-127.392	1
chrec2:3699503	415.3	182.0	1.800	-127.348	1
chrec2:957982	343.0	123.9	2.078	-127.326	1
chrec2:2307203	210.4	33.7	3.250	-127.120	1
chrec2:3189109	280.1	78.6	2.443	-126.962	1
chrec2:4078930	513.1	269.2	1.540	-126.531	1
chrec2:638126	286.7	82.6	2.405	-126.531	1
chrec2:3233155	287.3	85.0	2.366	-125.660	1
chrec2:3594651	239.3	52.9	2.787	-125.637	1
chrec2:1894987	308.1	99.9	2.234	-125.524	1
chrec2:3362774	309.4	101.9	2.212	-125.472	1
chrec2:1166574	223.0	43.4	2.969	-124.779	1
chrec2:3042303	251.4	62.2	2.624	-124.617	1
chrec2:1616459	230.3	47.8	2.878	-124.330	1
chrec2:3326839	818.9	576.6	1.116	-123.556	1
chrec2:2319295	444.6	212.7	1.674	-123.219	1
chrec2:3958305	329.0	118.8	2.079	-123.141	1
chrec2:2684234	325.3	114.5	2.117	-123.134	1
chrec2:3220089	250.4	61.7	2.629	-123.058	1
chrec2:1163421	278.4	82.1	2.372	-122.941	1
chrec2:3101552	295.5	93.8	2.265	-122.896	1
chrec2:118681	251.5	63.5	2.597	-122.814	1
chrec2:755371	254.4	64.7	2.584	-122.581	1
chrec2:1806833	219.7	43.9	2.932	-122.323	1
chrec2:1502185	195.6	29.9	3.321	-122.252	1
chrec2:3697464	282.0	84.8	2.343	-121.971	1
chrec2:2293758	216.7	41.9	2.982	-121.954	1
chrec2:1640819	175.4	19.0	3.819	-121.949	1
chrec2:1991773	536.2	298.6	1.454	-121.793	1
chrec2:4356381	288.3	89.0	2.305	-121.684	1
chrec2:563588	234.8	52.2	2.779	-121.653	1
chrec2:3483478	289.2	91.4	2.271	-121.603	1
chrec2:1436829	228.5	50.2	2.796	-121.545	1
chrec2:3971627	284.5	88.3	2.298	-121.044	1
chrec2:2393505	200.0	33.5	3.189	-120.967	1
chrec2:650788	247.0	61.2	2.622	-120.736	1
chrec2:3088398	320.3	115.8	2.077	-120.371	1
chrec2:3878421	271.4	78.2	2.405	-120.235	1
chrec2:2004987	763.7	525.1	1.150	-120.160	1
chrec2:3336704	292.1	94.3	2.241	-120.017	1
chrec2:405561	238.9	57.6	2.662	-119.958	1
chrec2:4227257	367.8	153.1	1.874	-119.665	1
chrec2:2173901	236.5	55.1	2.712	-119.455	1
chrec2:1094776	265.2	75.5	2.423	-119.020	1
chrec2:2273998	246.2	63.9	2.555	-118.958	1
chrec2:3031680	192.4	29.5	3.314	-118.840	1
chrec2:1600057	160.3	5.4	5.504	-118.584	1
chrec2:2584210	197.4	32.2	3.225	-118.435	1
chrec2:3089708	323.8	119.4	2.049	-118.361	1
chrec2:4072933	336.7	130.2	1.980	-117.948	1
chrec2:4042593	683.3	449.4	1.214	-117.659	1
chrec2:3267996	167.1	17.3	3.883	-117.618	1
chrec2:3561169	254.8	68.8	2.498	-117.401	1
chrec2:1488870	215.3	45.8	2.844	-117.033	1
chrec2:2109649	215.2	45.7	2.844	-117.034	1
chrec2:4511123	166.1	18.2	3.800	-116.722	1
chrec2:1549088	175.1	21.8	3.618	-116.550	1
chrec2:519038	335.8	131.8	1.959	-115.998	1
chrec2:1032115	421.3	203.2	1.662	-115.698	1
chrec2:3762874	307.6	111.4	2.075	-115.511	1
chrec2:2764891	240.1	61.5	2.574	-115.328	1
chrec2:2229096	260.4	75.2	2.402	-115.291	1
chrec2:2750402	185.7	27.8	3.349	-115.237	1
chrec2:4604191	276.3	88.1	2.259	-115.233	1
chrec2:621473	210.5	43.7	2.879	-115.001	1
chrec2:2369181	164.4	17.2	3.866	-114.935	1
chrec2:160682	313.6	114.9	2.058	-114.874	1
chrec2:1629190	222.5	51.3	2.726	-114.834	1
chrec2:1874812	246.0	65.9	2.510	-114.730	1
chrec2:3171759	257.3	73.6	2.415	-114.686	1
chrec2:1394893	175.4	23.6	3.501	-113.981	1
chrec2:2357263	216.9	48.5	2.769	-113.894	1
chrec2:4206740	359.4	155.5	1.818	-113.330	1
chrec2:315597	228.8	55.0	2.667	-113.189	1
chrec2:1093250	165.0	19.0	3.730	-113.061	1
chrec2:3508209	279.7	92.2	2.211	-112.907	1
chrec2:574983	203.3	40.7	2.932	-112.578	1
chrec2:2641602	395.6	187.3	1.688	-112.240	1
chrec2:3843170	166.7	21.0	3.600	-112.149	1
chrec2:2254126	232.4	60.9	2.541	-111.701	1
chrec2:3619391	247.5	71.4	2.403	-111.225	1
chrec2:3404597	314.9	121.9	1.979	-110.944	1
chrec2:946240	198.9	38.3	2.986	-110.556	1
chrec2:419958	385.7	181.3	1.699	-110.444	1
chrec2:2937959	207.2	45.2	2.806	-109.780	1
chrec2:3174315	319.2	126.3	1.947	-109.770	1
chrec2:2532355	163.5	21.2	3.555	-109.506	1
chrec2:838414	181.2	29.9	3.209	-109.494	1
chrec2:3186847	193.5	37.8	2.964	-109.365	1
chrec2:1618701	211.1	47.7	2.754	-109.113	1
chrec2:4612415	367.7	166.8	1.750	-108.601	1
chrec2:638067	316.0	126.6	1.929	-108.442	1
chrec2:1413884	197.1	40.5	2.892	-107.684	1
chrec2:1990805	223.0	57.9	2.556	-107.513	1
chrec2:3366580	216.4	52.0	2.668	-107.460	1
chrec2:1312079	189.6	35.6	3.022	-107.358	1
chrec2:2717317	225.8	58.2	2.566	-107.302	1
chrec2:637899	271.4	92.9	2.156	-107.223	1
chrec2:2639311	405.0	201.9	1.614	-107.214	1
chrec2:1335469	166.7	24.1	3.400	-107.038	1
chrec2:1719762	239.2	70.1	2.380	-106.885	1
chrec2:971051	215.2	52.8	2.636	-106.683	1
chrec2:3900756	445.9	240.0	1.504	-106.549	1
chrec2:20690	276.4	97.5	2.113	-106.476	1
chrec2:1926729	327.3	136.8	1.868	-106.371	1
chrec2:866834	194.6	40.7	2.867	-106.069	1
chrec2:3528143	262.2	85.5	2.227	-105.946	1
chrec2:2537810	290.1	107.7	2.039	-105.864	1
chrec2:425275	280.1	99.7	2.100	-105.781	1
chrec2:3983608	277.7	98.2	2.109	-105.779	1
chrec2:3928353	204.0	46.4	2.748	-105.465	1
chrec2:1922650	198.8	44.0	2.786	-105.330	1
chrec2:1407483	176.6	29.2	3.208	-105.283	1
chrec2:1213805	152.6	5.9	5.298	-105.210	1
chrec2:1052399	286.6	106.2	2.041	-105.159	1
chrec2:1290759	268.9	92.3	2.152	-105.119	1
chrec2:1741579	170.7	26.2	3.313	-104.807	1
chrec2:2057155	580.4	372.7	1.248	-104.502	1
chrec2:21817	323.7	137.1	1.849	-104.437	1
chrec2:1624288	535.4	328.3	1.315	-104.369	1
chrec2:2186155	223.4	59.6	2.515	-104.065	1
chrec2:2964779	388.9	192.7	1.622	-103.868	1
chrec2:4553966	209.3	50.6	2.658	-103.830	1
chrec2:147568	266.6	92.2	2.142	-103.716	1
chrec2:3080374	418.6	220.6	1.534	-103.541	1
chrec2:3283954	153.6	19.5	3.590	-103.353	1
chrec2:1766869	252.1	81.3	2.243	-103.240	1
chrec2:2770446	189.4	38.2	2.918	-103.233	1
chrec2:1129355	282.2	104.3	2.046	-103.088	1
chrec2:1679721	196.1	43.6	2.780	-102.939	1
chrec2:2524672	247.0	79.0	2.255	-102.642	1
chrec2:1270876	412.1	216.1	1.541	-102.420	1
chrec2:1953936	266.7	93.9	2.115	-102.311	1
chrec2:2924915	244.4	76.3	2.289	-101.987	1
chrec2:443874	217.1	59.3	2.481	-101.971	1
chrec2:2474376	275.0	101.2	2.052	-100.983	1
chrec2:1268738	261.4	90.5	2.141	-100.925	1
chrec2:4006278	176.1	33.2	3.017	-100.894	1
chrec2:923484	213.5	57.6	2.499	-100.632	1
chrec2:922782	230.9	69.9	2.333	-100.230	1
chrec2:4028641	219.2	62.6	2.418	-100.123	1
chrec2:624032	223.6	64.9	2.395	-99.841	1
chrec2:2454901	312.5	133.6	1.836	-99.741	1
chrec2:1653574	151.7	20.8	3.476	-99.029	1
chrec2:2186725	209.4	55.8	2.517	-98.530	1
chrec2:4103998	236.8	76.1	2.248	-98.434	1
chrec2:850820	380.8	195.3	1.573	-98.172	1
chrec2:2218021	190.7	43.0	2.759	-98.161	1
chrec2:421701	190.0	42.8	2.761	-98.163	1
chrec2:4353764	175.1	34.7	2.945	-97.962	1
chrec2:926405	469.1	276.2	1.374	-97.894	1
chrec2:4444081	237.8	77.8	2.222	-97.657	1
chrec2:1147666	306.5	130.1	1.846	-97.615	1
chrec2:4610438	171.8	32.9	2.996	-97.593	1
chrec2:1994999	543.3	349.7	1.245	-97.580	1
chrec2:3195447	266.0	98.9	2.037	-97.517	1
chrec2:185992	189.2	43.6	2.728	-97.375	1
chrec2:1155391	280.6	111.3	1.944	-97.202	1
chrec2:3603583	276.9	107.2	1.978	-97.087	1
chrec2:1189858	243.1	82.2	2.173	-96.822	1
chrec2:2251905	210.2	59.2	2.437	-96.675	1
chrec2:3982591	318.7	143.2	1.764	-96.618	1
chrec2:2907538	318.2	143.2	1.762	-96.619	1
chrec2:1697981	190.1	45.3	2.679	-96.296	1
chrec2:1064273	199.1	51.3	2.566	-96.084	1
chrec2:3670513	195.3	50.1	2.572	-95.533	1
chrec2:3389319	176.6	38.1	2.823	-95.531	1
chrec2:89355	265.2	100.1	2.015	-95.511	1
chrec2:2941956	256.8	94.5	2.052	-95.395	1
chrec2:184206	190.4	46.9	2.631	-95.245	1
chrec2:4055705	149.7	21.9	3.383	-94.843	1
chrec2:4607601	194.9	49.9	2.576	-94.763	1
chrec2:4523182	236.3	78.3	2.204	-94.762	1
chrec2:1721454	145.4	18.9	3.550	-93.999	1
chrec2:3859215	245.1	86.1	2.119	-93.965	1
chrec2:2373835	186.8	45.4	2.650	-93.943	1
chrec2:4281890	229.9	75.1	2.223	-93.413	1
chrec2:1669784	151.5	23.2	3.318	-93.321	1
chrec2:58699	238.6	81.5	2.160	-93.293	1
chrec2:636861	144.3	6.9	4.994	-92.433	1
chrec2:2190250	173.8	36.7	2.853	-92.310	1
chrec2:409281	167.6	34.9	2.873	-92.257	1
chrec2:2696545	310.4	140.7	1.751	-92.125	1
chrec2:2386240	193.6	50.7	2.543	-91.478	1
chrec2:3853612	472.0	292.1	1.302	-91.327	1
chrec2:1027448	164.0	32.8	2.931	-91.036	1
chrec2:4607729	143.8	20.1	3.451	-90.878	1
chrec2:1931462	182.9	45.7	2.611	-90.816	1
chrec2:2035620	255.9	98.8	1.983	-90.740	1
chrec2:426414	252.1	95.9	2.004	-90.651	1
chrec2:4348965	186.9	48.2	2.564	-90.353	1
chrec2:2541037	429.8	251.9	1.381	-90.220	1
chrec2:2236170	290.2	126.7	1.805	-89.758	1
chrec2:2764534	151.8	26.6	3.122	-89.622	1
chrec2:1625605	172.3	39.0	2.755	-89.581	1
chrec2:2540921	394.4	220.4	1.449	-89.567	1
chrec2:3090135	216.2	69.4	2.248	-89.313	1
chrec2:3956903	182.8	47.1	2.568	-89.031	1
chrec2:467569	159.0	31.0	2.967	-89.013	1
chrec2:2046667	1797.1	1836.2	0.579	-88.891	1
chrec2:4449700	208.8	65.6	2.280	-88.796	1
chrec2:1793964	171.0	38.7	2.755	-88.790	1
chrec2:4388404	200.1	59.0	2.371	-88.456	1
chrec2:407355	227.4	78.2	2.149	-88.407	1
chrec2:1050224	286.5	125.9	1.796	-88.384	1
chrec2:117067	181.5	47.2	2.552	-88.264	1
chrec2:1875242	181.4	47.0	2.557	-88.265	1
chrec2:1220317	147.1	25.5	3.140	-87.656	1
chrec2:4584600	193.7	55.6	2.411	-87.219	1
chrec2:1938615	154.1	29.5	2.994	-86.993	1
chrec2:3361349	212.1	68.7	2.236	-86.442	1
chrec2:3585654	1027.2	911.0	0.783	-86.367	1
chrec2:2994622	140.4	9.2	4.535	-86.279	1
chrec2:3578516	268.3	113.9	1.846	-86.240	1
chrec2:4441328	172.1	42.4	2.630	-85.865	1
chrec2:565255	239.3	90.9	2.005	-85.793	1
chrec2:1097897	563.5	397.5	1.113	-85.704	1
chrec2:3011057	177.9	46.9	2.534	-85.185	1
chrec2:4371599	209.9	69.8	2.198	-85.015	1
chrec2:2318977	192.9	56.7	2.375	-84.868	1
chrec2:4058256	139.8	10.4	4.354	-84.765	1
chrec2:1217241	139.5	17.6	3.598	-84.766	1
chrec2:2324599	236.3	90.6	1.993	-83.768	1
chrec2:3523764	187.1	53.7	2.411	-83.619	1
chrec2:4502347	208.5	68.9	2.206	-83.591	1
chrec2:842723	188.4	56.3	2.353	-83.500	1
chrec2:582052	138.3	12.0	4.142	-83.260	1
chrec2:2233752	199.1	63.0	2.270	-83.063	1
chrec2:3885844	159.0	36.6	2.730	-83.059	1
chrec2:3529734	356.4	195.4	1.477	-83.040	1
chrec2:4163307	289.0	134.3	1.715	-82.955	1
chrec2:1085354	460.7	298.1	1.238	-82.789	1
chrec2:1275878	168.2	41.9	2.613	-82.755	1
chrec2:644270	140.9	25.9	3.054	-82.639	1
chrec2:1325462	194.0	60.9	2.280	-82.483	1
chrec2:2823046	183.1	52.4	2.414	-82.262	1
chrec2:636494	185.1	54.6	2.372	-82.138	1
chrec2:3392291	279.1	128.4	1.729	-81.778	1
chrec2:1029306	232.7	91.4	1.958	-81.763	1
chrec2:1472474	159.3	36.7	2.728	-81.181	1
chrec2:2855674	158.5	38.0	2.670	-81.182	1
chrec2:1790078	225.7	86.9	1.987	-80.935	1
chrec2:4568206	203.6	70.0	2.150	-80.763	1
chrec2:2591153	210.2	73.5	2.125	-80.737	1
chrec2:665743	292.3	143.1	1.640	-80.694	1
chrec2:1015865	155.5	36.1	2.716	-80.685	1
chrec2:1500582	137.0	21.0	3.316	-80.288	1
chrec2:1570494	136.2	22.9	3.183	-80.289	1
chrec2:4202392	219.5	81.7	2.035	-80.140	1
chrec2:3655868	216.3	80.5	2.036	-80.110	1
chrec2:443802	162.1	39.9	2.631	-79.890	1
chrec2:3199708	228.1	89.0	1.968	-79.703	1
chrec2:907217	222.0	85.2	1.991	-79.543	1
chrec2:2985683	219.0	82.5	2.018	-78.820	1
chrec2:234768	177.8	52.5	2.371	-78.549	1
chrec2:1981384	225.5	89.9	1.937	-78.369	1
chrec2:1519309	249.4	109.6	1.796	-78.257	1
chrec2:2149772	161.6	42.3	2.544	-78.125	1
chrec2:4361057	173.2	49.1	2.429	-78.049	1
chrec2:3128825	165.4	45.7	2.464	-77.749	1
chrec2:2944734	238.4	99.8	1.866	-77.627	1
chrec2:1700973	134.8	17.9	3.519	-77.353	1
chrec2:4638462	173.7	51.5	2.365	-77.181	1
chrec2:1343577	259.6	117.9	1.749	-77.121	1
chrec2:684877	167.7	46.0	2.475	-76.832	1
chrec2:256484	216.0	82.9	1.990	-76.800	1
chrec2:2319033	185.6	60.5	2.227	-76.701	1
chrec2:2913655	209.6	78.7	2.024	-76.668	1
chrec2:3841489	170.2	50.2	2.371	-76.561	1
chrec2:4168826	1470.8	1486.4	0.594	-76.555	1
chrec2:2368341	143.3	30.6	2.837	-76.065	1
chrec2:557018	248.3	110.3	1.780	-75.855	1
chrec2:398779	152.4	37.2	2.643	-75.705	1
chrec2:2594542	182.0	58.8	2.238	-75.315	1
chrec2:2385341	238.3	102.8	1.822	-75.269	1
chrec2:1127081	155.8	40.7	2.544	-75.260	1
chrec2:1350672	160.5	42.9	2.515	-74.887	1
chrec2:2091507	309.2	167.8	1.492	-74.846	1
chrec2:3905575	162.1	44.6	2.472	-74.728	1
chrec2:477879	203.0	75.2	2.043	-74.557	1
chrec2:3606973	147.2	36.4	2.624	-74.395	1
chrec2:2425272	171.9	53.2	2.303	-74.139	1
chrec2:2754771	211.7	83.7	1.948	-74.126	1
chrec2:3821585	138.3	29.0	2.862	-74.004	1
chrec2:2105081	144.9	34.0	2.701	-73.876	1
chrec2:453634	196.5	70.8	2.082	-73.796	1
chrec2:4053514	164.5	48.6	2.369	-73.711	1
chrec2:1647633	139.9	30.9	2.790	-73.675	1
chrec2:3630859	228.0	96.8	1.846	-73.569	1
chrec2:1099085	172.8	54.2	2.281	-73.336	1
chrec2:2111503	172.7	54.9	2.263	-73.337	1
chrec2:1756894	131.8	22.3	3.176	-73.038	1
chrec2:4255843	156.6	44.0	2.440	-72.623	1
chrec2:3412453	172.3	54.3	2.274	-72.611	1
chrec2:527510	131.5	26.1	2.940	-72.321	1
chrec2:2105054	140.1	33.1	2.691	-71.791	1
chrec2:2974855	333.3	194.6	1.386	-71.445	1
chrec2:2419205	314.7	177.9	1.433	-71.272	1
chrec2:603920	167.3	53.1	2.266	-71.226	1
chrec2:1570570	174.3	57.5	2.208	-71.065	1
chrec2:3373490	261.6	130.9	1.609	-70.471	1
chrec2:1630875	129.0	24.5	3.004	-70.204	1
chrec2:3437214	158.1	45.9	2.395	-70.114	1
chrec2:4316182	191.4	72.9	2.003	-69.722	1
chrec2:1660981	168.6	53.6	2.264	-69.719	1
chrec2:885369	188.6	71.2	2.015	-69.001	1
chrec2:771286	128.3	11.4	4.102	-68.804	1
chrec2:4370086	213.3	90.6	1.845	-68.654	1
chrec2:2081618	515.3	388.7	1.016	-68.511	1
chrec2:4285327	128.1	28.3	2.788	-67.928	1
chrec2:2433342	193.2	75.0	1.974	-67.807	1
chrec2:3810000	158.3	50.3	2.263	-67.728	1
chrec2:3321436	127.6	20.5	3.247	-67.416	1
chrec2:1214080	127.2	15.5	3.651	-67.417	1
chrec2:2549634	247.8	122.5	1.625	-67.265	1
chrec2:2913612	204.3	86.7	1.846	-67.062	1
chrec2:1312623	143.1	38.8	2.493	-67.048	1
chrec2:4357007	189.4	73.3	1.979	-66.409	1
chrec2:3118646	187.1	72.3	1.982	-66.350	1
chrec2:1018248	183.1	69.2	2.013	-66.247	1
chrec2:3162167	196.4	79.9	1.908	-66.045	1
chrec2:1444540	126.5	28.3	2.768	-66.043	1
chrec2:1688377	126.2	15.5	3.639	-66.044	1
chrec2:1639537	126.2	17.9	3.425	-66.045	1
chrec2:4017412	128.5	29.6	2.730	-66.042	1
chrec2:2912926	128.0	30.3	2.689	-66.043	1
chrec2:2045537	837.4	760.5	0.749	-65.991	1
chrec2:4611090	328.3	200.3	1.322	-65.542	1
chrec2:1392357	170.7	59.6	2.128	-65.398	1
chrec2:3571856	169.8	60.5	2.098	-65.399	1
chrec2:2031544	200.4	84.8	1.850	-65.032	1
chrec2:3764554	197.9	82.5	1.871	-64.932	1
chrec2:432183	179.3	68.0	2.008	-64.854	1
chrec2:4598351	158.4	52.8	2.196	-64.752	1
chrec2:582423	125.3	20.9	3.196	-64.684	1
chrec2:1837008	125.1	26.6	2.842	-64.685	1
chrec2:594694	133.1	34.0	2.579	-64.548	1
